student_id,weekly_self_study_hours,attendance_percentage,class_participation,total_score,grade
106104,4.6,91.0,5.9,66.4,C
106105,4.7,78.3,4.8,53.6,D
106106,24.0,83.5,0.5,96.8,A
106107,0.8,67.1,5.8,42.0,D
106108,19.9,95.5,7.4,99.0,A
106109,13.7,78.5,9.6,83.9,B
106110,12.7,72.6,7.1,64.6,C
106111,16.4,96.1,6.9,98.8,A
106112,27.7,96.9,3.8,100.0,A
106113,9.4,69.5,4.1,98.3,A
106114,12.2,79.3,9.1,77.0,B
106115,22.9,92.9,8.6,100.0,A
106116,8.9,78.6,3.6,68.7,C
106117,20.9,90.3,7.2,100.0,A
106118,14.7,100.0,4.2,99.0,A
106119,0.0,79.1,10.0,64.5,C
106120,15.8,86.1,2.9,90.2,A
106121,15.6,93.5,2.7,87.2,A
106122,16.5,91.9,7.3,93.8,A
106123,19.8,93.3,6.1,90.1,A
106124,19.2,76.8,0.6,83.5,B
106125,15.0,87.8,8.2,100.0,A
106126,23.0,71.3,3.9,100.0,A
106127,12.4,95.6,6.4,86.3,A
106128,17.0,74.9,6.4,88.2,A
106129,8.9,64.7,6.7,62.6,C
106130,0.6,90.0,10.0,65.7,C
106131,9.5,68.7,7.0,73.8,B
106132,15.7,100.0,4.4,75.2,B
106133,3.8,91.6,7.1,53.8,D
106134,8.8,86.5,7.3,85.2,A
106135,27.1,74.9,5.2,100.0,A
106136,13.0,63.6,4.6,86.5,A
106137,18.2,90.6,5.1,94.0,A
106138,8.9,71.8,7.1,67.8,C
106139,5.4,86.1,8.3,50.8,D
106140,7.9,68.3,7.3,86.2,A
106141,22.4,84.1,4.7,100.0,A
106142,13.0,79.4,6.3,78.6,B
106143,15.9,80.9,3.8,76.9,B
106144,10.0,79.5,6.3,77.7,B
106145,20.2,79.7,2.9,98.9,A
106146,24.8,79.3,8.8,100.0,A
106147,30.7,82.4,3.8,100.0,A
106148,19.6,93.8,4.6,79.3,B
106149,8.2,92.9,7.7,63.4,C
106150,1.9,75.8,6.1,57.8,C
106151,24.2,75.9,7.8,100.0,A
106152,2.1,85.2,4.0,59.0,C
106153,14.5,66.3,3.6,82.7,B
106154,22.1,82.0,5.1,100.0,A
106155,26.8,92.1,5.3,100.0,A
106156,8.7,83.7,7.6,65.2,C
106157,16.1,93.3,2.7,88.3,A
106158,14.1,90.5,6.6,72.5,B
106159,9.9,82.2,4.9,70.6,B
106160,23.7,81.8,2.3,100.0,A
106161,19.0,74.5,4.7,86.2,A
106162,6.7,73.7,5.7,71.3,B
106163,13.6,100.0,6.0,98.0,A
106164,12.4,82.2,5.3,71.6,B
106165,18.0,100.0,8.4,93.7,A
106166,28.3,95.2,6.0,100.0,A
106167,17.3,84.4,6.5,86.5,A
106168,13.0,86.0,6.4,99.3,A
106169,14.3,94.8,7.5,75.2,B
106170,17.8,89.9,3.3,84.9,B
106171,2.9,84.3,6.8,55.3,C
106172,22.8,83.3,6.1,99.0,A
106173,16.2,79.1,5.6,100.0,A
106174,14.1,77.2,8.5,77.3,B
106175,12.1,97.9,8.0,94.8,A
106176,14.5,91.4,6.6,87.5,A
106177,8.3,60.6,6.8,57.2,C
106178,3.6,95.7,7.6,62.3,C
106179,18.7,65.5,6.2,100.0,A
106180,9.8,76.9,5.5,79.3,B
106181,16.6,78.6,7.5,99.8,A
106182,13.6,72.7,4.3,98.5,A
106183,24.0,88.0,5.4,95.2,A
106184,18.3,78.2,6.6,92.3,A
106185,22.7,88.1,5.9,100.0,A
106186,20.3,62.0,9.3,100.0,A
106187,27.3,90.9,3.5,100.0,A
106188,4.0,73.8,8.4,88.5,A
106189,25.3,84.2,5.2,100.0,A
106190,9.5,80.2,10.0,67.2,C
106191,7.4,85.2,8.8,95.4,A
106192,6.2,68.9,2.4,62.3,C
106193,12.1,82.7,9.4,71.3,B
106194,18.0,79.5,7.6,97.3,A
106195,24.7,64.7,3.8,100.0,A
106196,1.6,94.8,3.2,60.5,C
106197,17.1,83.3,4.0,100.0,A
106198,8.1,83.4,6.7,78.7,B
106199,6.2,99.2,4.5,61.6,C
106200,11.1,66.4,6.6,74.2,B
106201,15.7,78.1,5.0,82.8,B
106202,10.4,85.8,8.9,67.5,C
106203,6.4,91.3,7.6,65.2,C
106204,12.1,83.9,7.7,78.0,B
106205,19.1,100.0,9.0,80.8,B
106206,17.8,81.6,5.9,70.8,B
106207,11.4,65.6,9.0,69.5,C
106208,13.7,95.1,4.6,85.6,A
106209,9.6,88.1,4.6,76.8,B
106210,16.6,86.8,7.7,100.0,A
106211,21.1,91.0,6.5,100.0,A
106212,9.5,83.4,4.1,93.8,A
106213,11.5,83.1,2.8,86.4,A
106214,19.0,77.0,5.5,93.5,A
106215,32.7,86.5,6.2,100.0,A
106216,19.8,85.2,5.9,100.0,A
106217,13.7,75.0,4.7,73.2,B
106218,7.7,99.1,9.1,64.7,C
106219,22.4,89.2,7.8,100.0,A
106220,9.3,76.7,5.9,72.0,B
106221,13.5,92.1,3.9,78.4,B
106222,12.3,89.7,5.0,74.1,B
106223,14.4,77.5,7.7,76.8,B
106224,8.3,77.1,5.7,80.5,B
106225,21.7,75.9,6.9,90.9,A
106226,18.1,93.6,6.0,95.5,A
106227,12.9,97.2,7.4,88.0,A
106228,13.3,99.1,5.2,76.5,B
106229,12.6,97.5,6.7,85.6,A
106230,15.8,84.2,4.1,88.0,A
106231,9.5,75.3,8.9,78.0,B
106232,7.7,100.0,3.0,76.1,B
106233,13.4,98.5,6.2,65.7,C
106234,19.5,81.2,3.5,100.0,A
106235,25.8,88.1,6.7,100.0,A
106236,16.3,79.8,5.3,85.8,A
106237,20.7,78.4,7.3,100.0,A
106238,20.7,82.2,3.2,88.4,A
106239,17.3,67.1,7.3,60.4,C
106240,18.2,93.2,2.8,100.0,A
106241,12.2,94.3,3.5,93.1,A
106242,9.9,80.8,8.9,75.8,B
106243,8.3,73.9,6.3,92.7,A
106244,13.7,77.2,6.4,72.2,B
106245,16.9,87.9,6.6,95.0,A
106246,12.6,90.9,4.5,84.7,B
106247,14.7,82.5,4.0,88.0,A
106248,4.6,95.8,7.1,67.6,C
106249,30.9,77.4,6.9,100.0,A
106250,26.2,95.8,6.9,100.0,A
106251,13.8,92.2,8.5,89.6,A
106252,17.0,76.3,3.0,89.9,A
106253,26.6,94.2,4.3,100.0,A
106254,20.5,85.6,6.1,100.0,A
106255,11.0,77.1,6.3,94.5,A
106256,18.6,91.1,3.2,80.1,B
106257,5.4,85.6,4.0,53.2,D
106258,16.9,93.3,4.4,92.0,A
106259,17.1,95.5,6.4,93.4,A
106260,1.9,81.1,2.5,69.1,C
106261,22.2,86.9,3.7,100.0,A
106262,18.1,61.3,7.6,100.0,A
106263,12.7,95.3,7.3,76.5,B
106264,13.1,88.9,3.4,94.3,A
106265,20.9,74.1,7.7,100.0,A
106266,10.9,94.5,4.6,68.6,C
106267,10.6,77.1,8.3,83.8,B
106268,9.8,99.8,0.7,73.8,B
106269,20.5,84.3,8.3,91.9,A
106270,19.5,78.0,7.6,100.0,A
106271,7.0,88.4,5.8,60.6,C
106272,16.1,100.0,6.8,77.1,B
106273,17.0,76.1,6.8,86.0,A
106274,23.3,97.8,5.8,99.6,A
106275,12.1,80.6,6.1,83.3,B
106276,11.3,86.8,3.6,82.0,B
106277,18.7,86.1,5.9,92.7,A
106278,11.3,87.0,5.5,94.2,A
106279,19.7,85.9,4.0,99.0,A
106280,16.6,75.0,5.7,100.0,A
106281,2.9,88.0,8.7,68.0,C
106282,13.2,59.9,5.9,78.4,B
106283,16.5,76.4,9.9,77.2,B
106284,20.0,76.4,8.0,86.2,A
106285,11.5,68.6,6.2,72.4,B
106286,9.3,69.9,7.3,68.5,C
106287,9.0,98.1,7.1,52.9,D
106288,16.3,85.7,8.4,95.3,A
106289,15.2,67.4,7.8,71.8,B
106290,10.1,99.2,7.2,73.8,B
106291,18.1,96.3,3.2,100.0,A
106292,16.4,100.0,5.5,94.6,A
106293,10.9,91.9,4.4,70.4,B
106294,10.9,66.9,10.0,87.5,A
106295,27.1,96.8,9.2,100.0,A
106296,0.0,79.5,6.9,65.3,C
106297,4.3,86.5,5.2,69.6,C
106298,13.5,91.4,3.6,84.3,B
106299,21.9,84.2,4.6,88.6,A
106300,8.9,68.8,5.6,71.8,B
106301,19.1,93.9,5.5,91.2,A
106302,2.7,90.4,7.2,55.5,C
106303,13.2,95.7,4.9,61.4,C
106304,17.1,84.6,5.8,80.1,B
106305,21.0,100.0,10.0,100.0,A
106306,19.2,91.3,9.0,95.4,A
106307,1.8,92.2,5.9,51.1,D
106308,15.1,79.3,6.7,84.2,B
106309,10.0,100.0,8.5,74.4,B
106310,14.3,90.7,4.1,86.3,A
106311,12.8,78.2,7.7,91.9,A
106312,19.8,77.6,3.5,100.0,A
106313,14.8,78.3,8.1,97.3,A
106314,16.7,91.9,6.6,92.3,A
106315,15.4,78.3,6.2,85.4,A
106316,0.0,84.7,6.6,53.6,D
106317,15.3,84.8,4.0,100.0,A
106318,14.7,90.8,5.3,88.0,A
106319,18.4,96.8,5.5,99.8,A
106320,18.2,99.5,6.1,87.4,A
106321,2.4,78.2,7.1,69.7,C
106322,7.4,83.5,7.3,63.2,C
106323,15.6,83.7,5.0,75.7,B
106324,18.8,97.1,3.7,79.7,B
106325,12.8,100.0,5.5,74.3,B
106326,18.6,88.8,7.4,88.7,A
106327,28.7,89.7,8.7,100.0,A
106328,18.5,91.2,6.3,100.0,A
106329,24.7,76.5,6.0,100.0,A
106330,13.1,78.3,7.6,88.4,A
106331,19.3,91.2,6.4,100.0,A
106332,22.2,93.5,7.7,96.2,A
106333,22.3,69.8,6.3,100.0,A
106334,0.7,98.7,4.4,61.0,C
106335,11.0,82.4,5.0,78.8,B
106336,21.0,76.0,4.6,86.6,A
106337,4.8,100.0,3.6,66.1,C
106338,9.3,85.5,5.2,83.2,B
106339,19.0,98.6,1.1,100.0,A
106340,9.8,78.5,7.6,93.4,A
106341,6.9,82.0,3.7,52.9,D
106342,24.6,63.5,5.9,100.0,A
106343,11.5,76.3,3.9,75.8,B
106344,7.2,85.4,7.3,60.8,C
106345,7.3,84.3,3.8,70.2,B
106346,23.8,75.6,6.8,100.0,A
106347,17.3,100.0,6.8,100.0,A
106348,24.2,79.8,5.0,94.3,A
106349,13.2,90.1,3.8,88.3,A
106350,15.6,85.2,9.5,71.5,B
106351,8.7,81.9,8.9,68.5,C
106352,21.4,100.0,8.2,99.9,A
106353,7.8,99.3,7.3,72.9,B
106354,27.8,94.4,7.4,100.0,A
106355,7.2,93.9,5.7,65.9,C
106356,5.6,63.9,7.8,66.8,C
106357,17.4,98.3,3.6,87.4,A
106358,9.7,81.0,6.2,67.3,C
106359,11.5,95.6,4.3,60.1,C
106360,22.3,71.7,6.0,100.0,A
106361,25.5,95.8,4.6,100.0,A
106362,15.6,89.9,1.7,97.5,A
106363,12.9,95.1,7.4,90.7,A
106364,12.7,87.6,5.8,91.3,A
106365,18.0,86.3,7.9,100.0,A
106366,0.0,99.8,7.4,57.8,C
106367,14.3,100.0,5.3,89.6,A
106368,7.5,65.5,4.0,68.8,C
106369,16.9,97.4,8.3,88.2,A
106370,13.5,93.8,8.1,97.1,A
106371,15.7,64.3,4.6,100.0,A
106372,16.2,81.7,4.2,100.0,A
106373,17.9,100.0,6.1,100.0,A
106374,9.4,83.0,6.9,68.5,C
106375,23.3,94.3,7.2,96.6,A
106376,15.9,85.8,4.1,93.9,A
106377,16.4,85.3,7.9,100.0,A
106378,14.7,86.3,4.0,66.1,C
106379,11.0,74.9,10.0,74.0,B
106380,19.1,95.4,4.4,85.2,A
106381,16.6,90.7,4.5,96.2,A
106382,29.4,85.4,6.3,100.0,A
106383,9.8,76.0,7.6,90.7,A
106384,24.8,92.9,6.4,93.3,A
106385,14.9,89.0,6.7,68.1,C
106386,14.5,100.0,10.0,79.3,B
106387,8.9,94.6,8.2,77.2,B
106388,17.6,84.5,6.1,100.0,A
106389,13.7,70.2,4.7,84.7,B
106390,18.4,81.9,5.2,94.5,A
106391,8.5,91.3,6.2,61.7,C
106392,16.5,99.0,7.0,96.1,A
106393,15.2,78.9,3.7,96.5,A
106394,11.9,90.4,4.9,74.7,B
106395,15.8,80.5,7.1,96.1,A
106396,15.0,89.2,8.6,82.5,B
106397,18.8,82.8,4.5,100.0,A
106398,21.1,91.8,6.7,96.3,A
106399,18.5,71.0,5.1,97.0,A
106400,16.1,84.5,7.5,100.0,A
106401,7.7,75.5,9.9,67.0,C
106402,10.3,96.7,3.3,69.9,C
106403,21.2,94.7,9.8,100.0,A
106404,18.0,89.5,10.0,99.2,A
106405,12.3,89.5,6.3,80.5,B
106406,21.2,78.2,5.0,83.8,B
106407,10.5,74.0,5.2,75.1,B
106408,9.0,77.0,5.2,62.7,C
106409,22.0,93.7,3.0,100.0,A
106410,24.4,100.0,7.5,100.0,A
106411,11.5,88.3,5.1,91.9,A
106412,20.1,100.0,5.8,100.0,A
106413,21.1,75.6,8.7,100.0,A
106414,16.0,87.3,7.2,95.0,A
106415,13.6,71.3,10.0,94.1,A
106416,10.8,74.9,5.5,82.0,B
106417,16.1,86.1,3.0,92.0,A
106418,13.2,83.3,5.0,75.4,B
106419,22.4,89.5,1.4,100.0,A
106420,22.6,90.5,8.6,100.0,A
106421,14.7,82.9,4.7,92.7,A
106422,18.7,99.5,4.4,90.4,A
106423,17.9,81.1,5.5,90.3,A
106424,26.0,76.5,6.3,100.0,A
106425,15.0,78.1,3.4,77.6,B
106426,17.8,94.3,5.7,96.4,A
106427,14.1,94.2,2.6,69.3,C
106428,19.4,76.3,5.9,100.0,A
106429,11.8,91.3,5.6,76.8,B
106430,6.8,88.2,4.3,79.7,B
106431,29.0,85.4,3.4,100.0,A
106432,10.3,84.6,10.0,89.9,A
106433,6.7,88.7,5.6,63.3,C
106434,18.1,89.4,8.2,88.7,A
106435,15.4,93.5,6.7,75.2,B
106436,7.5,82.5,8.0,76.2,B
106437,16.1,78.8,7.4,87.9,A
106438,10.9,68.7,1.0,81.7,B
106439,6.3,73.5,7.6,54.2,D
106440,18.3,87.1,7.6,96.2,A
106441,15.7,93.1,6.4,84.0,B
106442,19.4,93.0,5.7,94.9,A
106443,9.4,88.2,5.1,75.3,B
106444,21.0,98.9,4.0,93.3,A
106445,8.2,84.3,7.6,70.3,B
106446,15.3,69.9,5.8,86.2,A
106447,11.9,83.8,9.8,86.3,A
106448,8.9,98.0,6.2,63.3,C
106449,19.2,83.3,7.7,75.4,B
106450,18.6,86.1,4.2,100.0,A
106451,13.4,80.9,5.6,84.6,B
106452,13.6,89.0,3.7,88.7,A
106453,15.3,78.6,4.5,93.9,A
106454,15.6,97.7,3.6,98.9,A
106455,8.8,94.5,3.6,65.7,C
106456,13.2,83.5,4.9,86.5,A
106457,8.9,92.3,3.0,96.0,A
106458,19.0,78.7,7.8,87.8,A
106459,0.0,73.8,9.3,41.7,D
106460,14.2,100.0,9.5,94.7,A
106461,19.7,100.0,8.0,100.0,A
106462,16.3,81.9,4.4,94.3,A
106463,10.2,97.3,7.1,43.7,D
106464,0.0,100.0,8.3,46.2,D
106465,17.4,84.9,6.5,86.3,A
106466,21.6,76.0,6.0,100.0,A
106467,14.1,71.2,1.1,78.8,B
106468,20.9,76.5,5.8,100.0,A
106469,16.5,93.3,6.3,100.0,A
106470,14.9,86.1,6.8,67.2,C
106471,18.3,84.3,6.9,99.1,A
106472,15.1,100.0,10.0,91.8,A
106473,23.8,96.8,6.9,100.0,A
106474,19.5,67.3,7.0,91.0,A
106475,15.4,90.4,0.6,85.5,A
106476,27.7,100.0,8.1,100.0,A
106477,11.3,83.5,5.5,87.6,A
106478,18.4,65.3,6.6,93.2,A
106479,18.8,70.5,8.7,100.0,A
106480,22.2,88.9,5.6,100.0,A
106481,17.5,88.4,8.6,93.8,A
106482,13.5,73.7,6.8,85.5,A
106483,14.7,78.1,3.0,87.8,A
106484,18.4,77.1,6.1,100.0,A
106485,30.3,79.4,6.4,100.0,A
106486,4.5,97.0,6.9,52.8,D
106487,21.9,75.2,6.6,100.0,A
106488,22.4,89.3,9.1,98.2,A
106489,20.8,88.9,10.0,97.7,A
106490,15.4,100.0,5.8,100.0,A
106491,12.0,100.0,8.8,86.1,A
106492,11.7,72.6,6.5,100.0,A
106493,21.7,83.2,7.4,98.4,A
106494,21.1,79.3,5.9,90.3,A
106495,4.0,69.6,5.0,73.3,B
106496,9.2,86.2,5.1,80.5,B
106497,14.1,90.1,5.1,76.2,B
106498,11.5,76.9,5.7,71.7,B
106499,19.7,72.1,3.7,91.0,A
106500,11.4,86.7,6.5,78.1,B
106501,34.7,81.6,9.9,100.0,A
106502,11.8,87.4,5.2,80.8,B
106503,8.9,92.3,3.8,90.0,A
106504,22.3,87.4,7.7,100.0,A
106505,13.3,71.3,10.0,92.4,A
106506,21.3,69.2,3.0,100.0,A
106507,24.3,85.1,6.4,100.0,A
106508,22.5,88.5,7.3,98.1,A
106509,12.0,98.8,3.0,99.0,A
106510,4.3,80.5,1.7,61.0,C
106511,26.5,86.8,9.3,100.0,A
106512,5.8,81.8,5.3,55.0,C
106513,29.3,85.0,6.8,100.0,A
106514,14.1,79.5,5.9,100.0,A
106515,13.1,71.2,6.0,96.7,A
106516,11.4,87.9,1.6,85.1,A
106517,15.5,95.9,3.2,93.0,A
106518,10.5,94.6,5.8,73.5,B
106519,18.1,89.7,8.0,100.0,A
106520,14.5,100.0,6.6,86.8,A
106521,7.4,62.7,3.0,72.2,B
106522,8.3,69.6,4.4,67.9,C
106523,12.9,100.0,6.5,74.6,B
106524,0.0,99.0,4.6,37.1,F
106525,4.0,93.6,3.4,54.5,D
106526,23.8,87.6,8.6,100.0,A
106527,23.5,100.0,6.2,100.0,A
106528,21.6,77.7,3.1,100.0,A
106529,19.7,83.1,6.7,97.7,A
106530,18.3,98.0,4.1,100.0,A
106531,18.3,87.3,4.6,81.5,B
106532,10.4,69.0,7.9,81.6,B
106533,22.3,100.0,7.1,100.0,A
106534,8.4,88.0,4.3,73.9,B
106535,32.7,89.5,6.2,100.0,A
106536,11.5,75.5,4.3,92.3,A
106537,8.4,93.4,5.3,76.3,B
106538,38.0,83.9,4.6,100.0,A
106539,7.5,71.0,7.0,66.6,C
106540,20.6,92.3,7.5,100.0,A
106541,17.4,71.4,2.6,98.4,A
106542,19.6,86.3,5.7,100.0,A
106543,23.1,78.2,5.8,100.0,A
106544,20.6,79.7,6.2,89.5,A
106545,4.3,84.0,5.9,74.8,B
106546,17.4,85.2,6.5,91.5,A
106547,17.2,85.3,10.0,100.0,A
106548,20.4,71.3,3.8,94.0,A
106549,15.0,94.0,5.6,78.4,B
106550,9.2,78.5,3.4,71.5,B
106551,8.8,70.5,6.5,76.5,B
106552,14.2,93.3,8.5,86.7,A
106553,6.5,75.8,7.2,56.9,C
106554,11.1,79.4,3.9,77.9,B
106555,11.7,70.4,2.0,83.6,B
106556,13.2,78.7,7.3,80.8,B
106557,31.6,83.6,3.3,100.0,A
106558,8.3,79.2,6.7,73.0,B
106559,0.0,96.2,5.2,49.8,D
106560,17.4,81.9,4.4,100.0,A
106561,9.2,86.8,5.9,77.6,B
106562,23.0,79.2,7.4,100.0,A
106563,13.9,100.0,7.0,71.8,B
106564,15.7,81.0,7.0,78.3,B
106565,5.6,93.8,7.8,58.6,C
106566,15.4,62.3,9.1,80.0,B
106567,24.0,90.6,4.2,95.0,A
106568,21.2,89.4,6.2,100.0,A
106569,16.3,78.6,4.1,88.8,A
106570,6.4,93.1,3.4,60.7,C
106571,18.5,82.7,2.8,94.6,A
106572,17.7,96.0,7.8,97.2,A
106573,24.0,77.7,6.7,97.6,A
106574,17.1,69.9,10.0,91.1,A
106575,19.0,78.0,4.0,100.0,A
106576,12.4,87.0,8.1,84.5,B
106577,11.0,80.7,5.7,73.6,B
106578,18.3,87.9,6.4,84.7,B
106579,16.8,81.2,6.5,70.4,B
106580,16.9,98.5,3.0,100.0,A
106581,16.0,100.0,1.6,81.0,B
106582,0.6,85.0,3.4,56.5,C
106583,19.2,91.0,3.7,97.5,A
106584,19.7,84.9,4.9,91.2,A
106585,10.8,93.8,6.2,58.0,C
106586,19.8,88.3,8.2,100.0,A
106587,13.9,82.2,7.1,80.9,B
106588,15.8,81.9,4.9,92.1,A
106589,10.2,82.0,5.0,77.5,B
106590,14.8,82.6,1.7,82.7,B
106591,3.8,90.3,7.0,80.7,B
106592,12.9,81.0,7.8,93.1,A
106593,27.9,78.7,10.0,100.0,A
106594,16.2,94.2,5.4,88.2,A
106595,12.7,79.7,7.2,91.9,A
106596,12.5,84.9,6.7,83.2,B
106597,10.2,94.3,10.0,77.5,B
106598,15.9,82.2,6.5,83.8,B
106599,8.0,81.8,6.7,73.2,B
106600,20.4,78.4,10.0,99.2,A
106601,21.0,79.8,4.2,100.0,A
106602,19.8,83.3,8.4,90.1,A
106603,21.8,83.0,6.7,100.0,A
106604,21.6,86.7,4.8,100.0,A
106605,17.3,88.3,2.9,71.0,B
106606,24.4,82.7,10.0,100.0,A
106607,18.4,68.0,5.8,98.5,A
106608,10.9,100.0,8.0,72.1,B
106609,14.6,95.4,5.4,69.1,C
106610,21.2,93.6,3.3,100.0,A
106611,18.3,84.8,6.6,94.2,A
106612,11.3,95.6,4.4,79.9,B
106613,15.4,86.6,7.8,70.6,B
106614,9.6,69.7,2.7,91.4,A
106615,20.7,92.9,9.2,95.6,A
106616,24.4,85.5,8.8,97.7,A
106617,4.0,71.4,5.7,77.7,B
106618,17.9,100.0,3.7,100.0,A
106619,7.5,89.7,4.8,64.6,C
106620,5.3,93.3,9.1,75.4,B
106621,24.1,80.8,8.0,95.7,A
106622,22.9,88.5,9.3,100.0,A
106623,16.5,95.6,4.1,100.0,A
106624,11.5,70.6,3.5,84.3,B
106625,13.0,98.3,7.0,84.5,B
106626,10.7,87.7,5.7,97.9,A
106627,28.9,93.8,2.4,100.0,A
106628,28.6,83.8,5.8,100.0,A
106629,20.8,92.4,7.4,100.0,A
106630,15.5,65.6,5.1,85.0,A
106631,6.4,100.0,6.6,55.9,C
106632,13.5,73.8,9.5,90.4,A
106633,15.1,86.1,5.6,94.3,A
106634,10.3,86.5,3.2,71.5,B
106635,24.6,83.0,8.3,100.0,A
106636,28.1,73.2,1.6,100.0,A
106637,13.9,98.5,10.0,90.6,A
106638,22.2,93.7,7.8,100.0,A
106639,17.1,82.8,6.2,96.5,A
106640,9.8,95.0,7.9,75.1,B
106641,23.2,95.9,7.4,100.0,A
106642,26.1,99.2,4.1,92.9,A
106643,19.0,83.2,4.7,100.0,A
106644,12.0,91.8,3.9,74.8,B
106645,20.8,72.3,5.5,100.0,A
106646,13.3,77.3,10.0,83.4,B
106647,21.3,89.4,9.5,100.0,A
106648,25.4,80.7,7.6,100.0,A
106649,10.6,83.5,3.1,94.7,A
106650,19.2,68.0,5.7,83.9,B
106651,13.1,82.5,7.9,78.2,B
106652,23.3,82.1,5.6,100.0,A
106653,15.4,100.0,6.5,77.7,B
106654,25.7,61.0,7.7,100.0,A
106655,32.5,100.0,10.0,100.0,A
106656,9.5,90.7,9.1,75.1,B
106657,17.4,79.5,6.2,87.4,A
106658,23.5,86.9,6.6,100.0,A
106659,13.7,85.8,6.6,81.2,B
106660,19.6,88.1,7.9,96.7,A
106661,12.4,76.8,3.7,68.5,C
106662,4.2,73.3,7.9,65.7,C
106663,20.3,78.5,4.6,97.9,A
106664,20.4,98.4,7.8,97.8,A
106665,9.5,92.4,6.2,69.4,C
106666,12.6,77.0,10.0,73.2,B
106667,13.9,69.1,4.0,84.9,B
106668,20.0,100.0,5.4,93.4,A
106669,22.0,90.1,5.0,100.0,A
106670,18.7,92.0,9.3,100.0,A
106671,7.4,77.5,5.4,76.6,B
106672,13.0,76.1,5.0,93.2,A
106673,13.7,92.8,3.6,61.7,C
106674,13.1,91.6,9.5,71.5,B
106675,21.9,99.5,6.8,100.0,A
106676,24.2,99.7,7.5,99.8,A
106677,21.9,96.1,6.0,100.0,A
106678,24.9,77.9,6.2,98.4,A
106679,15.6,61.9,10.0,90.3,A
106680,11.6,94.7,4.9,83.4,B
106681,7.0,88.8,8.4,37.2,F
106682,13.0,94.6,7.4,77.2,B
106683,9.4,100.0,5.7,66.4,C
106684,27.9,79.0,5.8,100.0,A
106685,21.1,80.3,4.4,100.0,A
106686,8.6,92.2,6.1,68.0,C
106687,13.8,95.0,3.4,95.2,A
106688,11.1,69.5,6.8,81.3,B
106689,10.6,100.0,3.5,88.9,A
106690,12.4,89.6,7.7,73.2,B
106691,12.8,89.8,4.8,73.9,B
106692,12.1,73.9,7.2,72.9,B
106693,15.4,84.3,4.4,86.9,A
106694,13.0,74.8,6.1,87.9,A
106695,23.1,85.8,5.2,100.0,A
106696,15.3,79.1,4.1,100.0,A
106697,15.0,84.4,6.8,88.8,A
106698,12.0,84.4,5.1,83.4,B
106699,14.2,93.3,6.6,85.4,A
106700,6.1,81.5,8.4,48.7,D
106701,13.2,85.1,4.9,54.1,D
106702,23.6,85.0,7.6,97.5,A
106703,10.1,93.6,4.6,80.5,B
106704,17.3,70.2,6.2,95.0,A
106705,23.6,100.0,6.7,99.0,A
106706,17.0,82.1,4.5,83.7,B
106707,12.7,78.2,1.4,74.8,B
106708,19.5,91.1,10.0,100.0,A
106709,14.8,85.0,2.8,100.0,A
106710,21.2,87.5,5.0,100.0,A
106711,17.2,69.9,8.3,100.0,A
106712,3.8,85.2,8.0,49.3,D
106713,11.2,79.6,1.4,67.6,C
106714,16.7,88.5,6.9,67.5,C
106715,22.4,89.5,7.9,86.6,A
106716,20.6,100.0,8.6,100.0,A
106717,21.4,66.2,7.5,100.0,A
106718,13.9,71.2,7.2,99.1,A
106719,10.5,91.8,6.9,66.9,C
106720,11.0,85.4,7.5,67.5,C
106721,10.1,79.8,4.1,64.9,C
106722,30.4,89.5,5.8,100.0,A
106723,27.8,78.5,8.3,100.0,A
106724,6.7,78.9,8.2,78.6,B
106725,17.9,78.1,4.4,96.8,A
106726,14.2,95.5,7.2,96.3,A
106727,12.9,91.5,8.4,100.0,A
106728,19.4,83.6,5.6,100.0,A
106729,11.6,88.9,5.0,86.9,A
106730,11.7,98.8,5.8,68.4,C
106731,18.5,76.1,7.3,100.0,A
106732,24.4,95.9,0.7,100.0,A
106733,29.4,78.9,7.2,100.0,A
106734,18.8,88.3,4.6,79.5,B
106735,9.0,68.1,10.0,84.7,B
106736,20.2,85.1,6.7,100.0,A
106737,12.4,99.0,7.1,90.4,A
106738,15.2,84.8,3.6,100.0,A
106739,26.1,78.9,4.3,100.0,A
106740,25.0,81.2,7.3,100.0,A
106741,21.4,93.5,8.9,99.4,A
106742,26.8,100.0,6.0,100.0,A
106743,0.0,82.2,7.3,48.7,D
106744,10.3,76.1,7.5,82.1,B
106745,19.7,78.2,1.5,89.9,A
106746,14.9,89.6,7.5,100.0,A
106747,23.1,70.2,4.6,100.0,A
106748,6.8,63.7,6.6,68.6,C
106749,23.6,76.7,7.3,100.0,A
106750,18.9,78.6,9.2,100.0,A
106751,16.0,73.0,5.1,91.6,A
106752,3.7,82.8,8.9,71.8,B
106753,30.7,71.8,10.0,100.0,A
106754,6.9,86.2,4.7,68.4,C
106755,5.5,76.8,6.9,60.6,C
106756,19.6,93.8,6.3,82.1,B
106757,23.0,72.1,9.6,100.0,A
106758,14.3,94.4,5.0,88.2,A
106759,9.2,71.4,6.4,59.6,C
106760,11.9,73.9,5.0,82.2,B
106761,18.1,76.8,1.9,100.0,A
106762,11.1,90.2,8.6,77.6,B
106763,23.8,80.6,7.0,100.0,A
106764,9.5,85.1,5.8,86.3,A
106765,4.0,90.3,6.3,59.5,C
106766,26.2,57.6,6.0,100.0,A
106767,10.3,80.2,7.6,78.8,B
106768,18.6,70.8,6.5,92.2,A
